ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"hyacinth beans cooked, gelatin powder, sesame sticks, rutabaga raw",584,111.4,29.500000000000004,6.086,1
"tofu yogurt, chow mein stir fry master foods",272,41.8,9.2,4.9,1
"macaroni cheese, zante currants dried, beef tallow",833,150.4,18.5,22.6,0
"fume blanc white wine, chinook salmon raw",830,3.3,79.0,41.3,0
"crispy chicken wing kentucky fried chicken, egg cheese sandwich",444,27.2,28.2,24.7,1
"new zealand spinach raw, jute cooked",40,7.699999999999999,4.0,0.30000000000000004,1
"beef mushroom soup, saccharin sweetener, apricot dried, maitake mushrooms",563,109.47200000000001,15.116,7.332,1
"french fries burger king, chinook salmon raw, mungo beans cooked",1105,61.6,94.9,51.5,0
"tuna canned in oil, ginger ale, potato flour, watercress",974,150.9,59.0,14.906,0
"muffin, shiitake mushrooms raw, soy proteins isolate",271,27.000000000000004,27.099999999999998,7.539,1
"sweet pickles, ice tea lemon flavor nestle, amaranth cooked, shellie beans canned",559,117.3,14.500000000000002,5.1000000000000005,0
"glutinous white rice cooked, premium crispy chicken ranch blt sandwich mcdonalds",755,96.5,38.8,23.2,0
"pumpkin pie, peanuts roasted, premium crispy chicken classic sandwich mcdonalds",1020,104.1,43.199999999999996,50.2,0
"alaska king crab cooked, scallop raw",140,0.5,27.7,2.1910000000000003,1
"coffee decaffeinated, cream cheese fat free, vegetable soup with beef broth",181,27.7,9.0,4.0,1
"chocolate coated donut, duck meat cooked",553,9.2,27.5,44.2,1
"vanilla yogurt, chopped ham, chocolate covered graham crackers, yellowfin tuna cooked",300,34.0,22.0,8.4,1
"taco salad, queso blanco cheese",578,20.9,34.0,39.9,1
"creamy ranch sauce mcdonalds, spirulina dried, watercress, japanese soba noodles dry",251,24.2,9.2,15.405999999999999,1
"claret red wine, rice bowl with chicken, japanese soba noodles cooked",271,35.2,7.5,0.5,1
"garden cress raw, french dressing fat free, fava beans canned, apple crisp",660,124.39999999999999,19.110000000000003,10.385999999999997,1
"perch raw, ricotta cheese, whole wheat bread",213,25.1,17.0,5.1,1
"beef broth soup, premium crispy chicken classic sandwich mcdonalds",541,58.61,30.5,20.5,1
"potato pancake, basil dried, lamb shoulder raw",1259,6.3999999999999995,76.7,100.527,0
"peanuts chocolate coated, green soybean raw, cheese tortellini, dulce de leche",789,91.6,49.6,27.9,0
"hot sour soup, kale cooked",133,16.4,9.5,4.199999999999999,1
"oyster mushroom, tortilla chips",147,21.2,2.6,6.235,1
"lemon chicken, yellow beans cooked, white beans cooked, cheese croissant",2275,249.20000000000002,109.6,94.10000000000001,0
"tortilla, muesli master crumble",591,102.9,16.7,4.3,1
"peanut granola bar, chewing gum, cottage cheese creamed",147,18.599999999999998,4.6,6.632000000000001,1
"duck meat raw, chives dried, banana chips",5271,16.6,146.41299999999998,508.355,0
"ground lamb cooked, sorghum flour, wheat bran",1448,131.1,96.0,68.0,0
"celery cooked, soybean oil, aspartame sweetener, mothbeans cooked",699,127.69999999999999,16.3,14.698,1
"graham crackers, popcorn unpopped, hot sour soup, turkey ham",590,95.8,20.4,14.1,1
"carrots canned, pumpkin leaves raw",111,25.299999999999997,3.8,0.8,1
"ostrich strip raw, yellow corn raw, peanut bar, pheasant breast raw",1407,142.3,130.6,35.6,0
"vodka smirnoff, plantain cooked, wild plum, instant lemon tea sweetened",430,107.6,1.9709999999999999,1.2,0
"buttermilk pancakes, hearts of palm",95,12.4,3.4000000000000004,3.7,1
"winged beans cooked, falafel, chicken gizzard cooked",533,31.1,64.7,16.9,1
"pumpkin flowers cooked, energy drink red bull",131,30.799999999999997,2.7,0.1,1
"porterhouse steak cooked, original taco with beef cheese lettuce taco bell, worcestershire sauce, sweet pickles",552,50.8,27.4,25.9,1
"sturgeon raw, poultry seasoning",44,2.9,5.0,1.4000000000000001,1
"rice bran oil, tomato vegetable soup, sunflower seeds dried",443,19.1,11.5,38.1,0
"string beans wellsley farms, pineapple orange juice, white wheat",790,176.89999999999998,25.3,3.3,0
"pesca tea santal, wheat germ bread",189,13.5,2.7,0.8,1
"butter croissant, frijoles with cheese, mozzarella steak fried",558,62.5,20.700000000000003,25.700000000000003,1
"squid raw, instant coffee powder decaffeinated",32,2.3,4.6000000000000005,0.46900000000000003,1
"butterfish raw, passion fruit juice purple, ginkgo nuts raw, water dannon",247,46.300000000000004,8.4,3.5,1
"vegetable oil spread, veal sirloin raw",764,0.1,86.507,43.8,0
"drum raw, roe cooked, summer squash raw",336,9.2,45.900000000000006,12.600000000000001,1
"emu drums cooked, fireweed leaves",673,4.4,135.79999999999998,9.0,1
"apple strudel, sugar apple, prune juice, chili without beans canned",732,106.7,23.600000000000005,25.206,0
"baking powder, bass raw, cheese sauce",122,2.1,16.4,5.1,1
"carob, gooseberries",201,29.4,3.3,8.7,1
"chicken meat raw, orange with peel, mouvedre red wine, turbinado sugar",2225,33.1,173.29999999999998,139.1,0
"mountain yam raw, little india little lunch",255,24.2,1.8,10.7,1
"fenugreek seeds, pupusas con queso",336,32.7,16.3,16.2,1
"sweet sour pork, cowpeas cooked, butterscotch",140,22.6,6.679,2.8000000000000003,1
"apple pie, cauliflower raw, adzuki beans cooked",628,104.0,20.5,15.880999999999998,1
"trout raw, portabella mushrooms raw, chestnuts cooked, pork ears cooked",357,11.399999999999999,36.49999999999999,17.9,1
"shortbread cookies, asparagus cooked, mung beans raw",761,135.39999999999998,50.3,4.374,0
"whole wheat cooked, chanterelle mushrooms, papaya, split pea soup",394,79.2,15.232999999999999,3.763,1
"turkey patty fried, bakers yeast",97,7.5,5.3,5.3,1
"serrano pepper, wild pink salmon oceans, pork bologna",391,0.6000000000000001,4.3999999999999995,21.675,1
"green peppers canned, pork loin raw, scup cooked",315,3.7,35.900000000000006,16.574,1
"beef broth powder, zucchini cooked",35,5.3999999999999995,2.7,0.8999999999999999,1
"potato bread, chives dried, beef tallow, duck meat raw",5324,15.2,149.713,512.655,0
"shark raw, duck meat raw",5160,0.0,151.6,500.1,0
"monkfish cooked, goose meat raw, dar vida swiss original",6220,0.5,265.1,554.4000000000001,0
"pili nuts dried, taro leaves raw",875,6.699999999999999,14.4,95.7,0
"white sauce, white lemonade, sablefish raw",1201,43.7,61.5,85.703,0
"kohlrabi cooked, pigeon peas cooked",251,50.1,14.4,0.8,1
"sour dressing, chicken feet cooked, pimento canned, pickle pimiento loaf",1126,14.5,94.8,74.89999999999999,0
"saltine crackers, english muffin with cheese sausage, crab apple, sturgeon raw",492,51.400000000000006,19.599999999999998,24.000000000000004,1
"amaranth raw, chives raw, chinese cabbage pak choi cooked",58,9.6,4.13,1.0879999999999999,1
"oriental radish raw, mozzarella cheese, chenin blanc white wine, sockeye salmon cooked",762,19.5,90.89999999999999,24.2,1
"sweet sour dressing, french dressing, eastern oyster canned, quail egg",199,9.48,12.782,12.2,1
"red potato raw, tapioca pudding fat free",254,57.8,5.6,0.7,1
"prune plums canned, taro cooked, virginia peanuts roasted",387,58.7,8.7,14.774999999999999,1
"vanilla frosting, veggie burger, raisins chocolate coated, brazilnuts dried",2478,392.70000000000005,15.799999999999999,97.5,0
"triticale flour, papaya nectar",582,131.39999999999998,17.5,2.8,1
"soymilk, fireweed leaves, pasta marinara and ground beef sauce, swiss chard raw",181,18.2,11.299999999999999,7.042,1
"spinach egg noodles dry, margarine with yoghurt, fruit punch",331,51.173,5.858,11.9,1
"english muffin toasted, pumpkin leaves raw, lamb tongue cooked, lamb pancreas cooked",1389,28.299999999999997,114.30000000000001,87.89999999999999,0
"biscotti abbracci mulino bianco, crookneck squash raw, pork centre loin chops cooked",406,5.7,41.9,20.3,1
"corn syrup dark, sugar apple",129,33.7,1.6,0.2,1
"sunflower seeds toasted, red salmon sockeye filets smoked, peanut butter cookies",1297,39.400000000000006,90.39999999999999,93.19999999999999,0
"portabella mushrooms raw, jews ear, oregano dried, tomato sauce with mushrooms",395,99.60000000000001,14.9,4.994999999999999,0
"pork lungs cooked, pork feet pickled, italian salami",975,0.129,104.8,58.5,0
"kamut cooked, salsa verde, cantaloupe melon, peach canned",427,96.69999999999999,14.399999999999999,2.0940000000000003,0
"guava nectar, lard vegetable oil, salt",273,40.8,0.2,13.0,1
"navy beans canned, beef brisket cooked, chum salmon cooked",1359,53.6,145.2,59.6,0
"bacon tomato dressing, pina colada, ham and cheese spread",331,32.599999999999994,3.3,10.8,1
"sweet green peppers canned, cumin seeds, almond paste",1073,114.9,21.9,63.9,0
"lamb shoulder cooked, trout cooked, potato scalloped, mustard greens raw",1099,29.0,87.6,68.0,0
"irishmoss, orange marmalade",51,13.9,0.051,0.049,1
"ground veal raw, salmon cooked",774,0.0,84.2,45.9,0
"lentil sprouts, warm cinnamon roll mcdonalds, basil fresh",197,32.2,9.100000000000001,5.589,1
"tuna canned, amaranth raw, pollock raw",494,6.5,95.30000000000001,6.8999999999999995,1
"turkey taco meat cooked, garlic bread",422,23.4,34.3,21.0,1
"turnip greens raw, plantain chips",168,22.0,1.4,8.6,1
"yellow snap beans raw, egg noodles dry, egg dinner roll",284,52.4,10.5,4.0,1
"chocolate covered graham crackers, herring fish oil, prunes, pork blade chops raw",804,71.6,59.199999999999996,32.7,0
"truffles, beef round steak cooked, leeks raw",500,18.0,66.8,16.5,1
"soymilk nonfat, glutinous white rice raw",753,161.2,18.6,1.046,0
"fruchtcocktail granini, black eyed cowpeas cooked, lard",377,34.5,5.2,13.8,1
"peanut oil, acorn flour",745,68.3,9.4,51.2,0
"pork leg cap steak raw, ginger ale, donut, instant coffee with water decaffeinated",548,41.2,52.5,18.1,1
"mustard cabbage, chicken fat",151,7.2,1.4,12.9,1
"cola without caffeine coca cola, prunes stewed",467,122.1,3.4,0.7,0
"tomato juice, green lettuce, turnip greens canned",91,16.9,6.1,1.2999999999999998,1
"yellowtail cooked, rockfish cooked, french dressing fat free",729,5.1,119.71,22.024,1
"mango nectar, potato chips",289,48.8,2.4,10.6,1
"limburger cheese, rice bran bread, kiwifruit gold",215,24.6,9.2,9.599999999999998,1
"porterhouse steak raw, rockfish cooked, beef empanada, herring fish oil",1753,27.8,124.8,123.39999999999999,0
"coconut meat, steak sandwich",1864,112.5,43.5,147.1,0
"whole wheat bread toasted, soymilk low fat",232,41.2,7.9,4.0,1
"chickpea flour, oriental radish raw, corn dried",536,85.9,26.700000000000003,9.5,1
"wolffish raw, lobster raw",410,0.0,78.4,8.4,1
"biscuit with egg sausage, celery seeds",530,36.800000000000004,19.2,35.2,1
"drum raw, sturgeon smoked",285,0.0,43.5,11.0,1
"beef stock, sports drink, turnip greens cooked",86,16.4,6.300000000000001,0.5,1
"okara, chili without beans canned",376,29.9,22.0,19.1,1
"melon balls, tomato sauce, java plum",118,27.2,4.434,1.129,1
"shrimp fried, spaghetti squash raw, white lemonade, soursop",312,70.5,4.3,4.503,1
"tomato sauce with onions, eppaw",253,56.099999999999994,8.399999999999999,2.3,1
"bacon, rice bran bread",172,11.899999999999999,5.699999999999999,11.399999999999999,1
"jerusalem artichokes, horned melon kiwano",202,42.0,6.7,2.6470000000000002,1
"new zealand spinach raw, sausage mcmuffin mcdonalds",391,29.599999999999998,15.4,24.3,1
"pita bread whole wheat, lamb leg cooked, soybean dry roasted, turkey gizzard cooked",1247,45.8,119.10000000000001,66.60000000000001,0
"fruit flavored water, pan dulce bread, bacon meatless, parboiled white rice raw",1421,207.2,35.2,51.7,0
"eastern oyster fried, pumpkin cooked, barley flour, egg bread",704,143.1,22.400000000000002,6.8,0
"banana bread, premium grilled chicken club sandwich mcdonalds, turkey giblets cooked",843,75.4,65.9,30.3,0
"orange tomato, roggenmischbrot sonnenblumenkerne aldi, soy flour roasted",475,32.1,30.900000000000002,21.900000000000002,1
"spirulina dried, catfish cooked",226,1.7,30.4,10.8,1
"veal meat cooked, chocolate chip cookies mcdonalds, cranberry beans raw, dungeness crab raw",1412,137.0,137.79999999999998,34.2,0
"potato wedges kentucky fried chicken, cheeseburger",671,73.7,20.4,33.0,1
"whole wheat bread, chicken soup",302,40.5,16.3,9.0,1
"egg large, sunflower seed flour",151,1.4,1.9,9.313,1
"hotdog roll, pili nuts dried, tortilla",1447,124.30000000000001,31.4,99.0,0
"chicken drumstick raw, french fries mcdonalds, hibiscus tea",663,64.7,28.299999999999997,31.8,1
"pumpkin raw, swiss chard cooked, sardines in tomato sauce canned",230,15.2,23.1,9.5,1
"orange with peel, tahini",186,28.5,4.800000000000001,7.7,1
"succotash, yellow cake",458,82.8,13.299999999999999,11.4,0
"beef stock, prickly pear cooked",38,4.5,4.791,0.243,1
"pigeon peas raw, chocolate cake, barbecue loaf, rice bran bread toasted",1161,192.7,55.5,20.700000000000003,0
"beef mushroom soup, sweet mashed potato canned, beef breakfast strips raw",536,75.2,21.8,16.6,1
"turkey fat, french beans cooked, vanilla wafers",301,46.8,12.8,7.5,1
"milkfish cooked, salmon fish oil, turkey roast roasted, lamb foreshank raw",1298,4.1,122.0,84.5,0
"epazote, apple, grapefruit, hubbard squash raw",194,48.59400000000001,3.859,1.1600000000000001,1
"peanut butter sandwich cookies, sirloin steak, fruit toaster pastry, roggenmischbrot sonnenblumenkerne aldi",682,46.3,53.1,25.799999999999997,1
"lotus root cooked, amaranth raw, mango",245,58.199999999999996,4.299999999999999,2.056,1
"chuck eye steak raw, spinach pasta cooked, eel cooked",960,7.1,80.5,67.3,0
"blue cheese, anejo cheese, egg substitute, chinook salmon smoked",872,11.599999999999998,83.60000000000001,54.1,0
"warm cinnamon roll mcdonalds, tamarind nectar, hand breaded chicken tenders carls jr",313,52.2,2.2,8.299999999999999,1
"pork spareribs cooked, indian squash cooked, hazelnut oil, carp raw",1138,7.6,91.0,79.8,0
"sunflower seeds dry roasted, tomato stewed, oatmeal bread",217,31.1,6.199999999999999,8.5,1
"tabasco sauce, kohlrabi cooked, japanese persimmon dried, kohlrabi raw",214,52.406,8.045,0.702,1
"vienna bread toasted, whiskey sour mix",119,24.3,3.851,0.6719999999999999,1
"wild plum, mustard spinach cooked, garlic, bagel chips",969,157.29999999999998,25.6,27.226,0
"egg cheese sandwich, bean ham soup",538,59.4,25.9,21.9,1
"pizza sauce, rosemary fresh, almond granola bar",256,36.8,7.305,9.1,1
"pancakes whole wheat, cottage cheese nonfat, red lettuce, biscuit with sausage",612,56.5,29.799999999999997,30.479999999999997,1
"pheasant meat raw, cranberry apple juice",1602,38.8,181.6,74.6,0
"beef flank steak raw, chunky peanut butter",141,3.5,9.8,10.3,1
"premium crispy chicken classic sandwich mcdonalds, pork bologna, enoki mushrooms, ginger root",596,59.400000000000006,32.23,25.727,1
"crimini mushrooms, hazelnuts blanched",179,5.1,4.1,17.318,1
"poultry salad, peanuts cooked, kale raw",605,40.199999999999996,26.400000000000002,41.699999999999996,1
"hand breaded chicken tenders carls jr, banana cream pie",3247,390.4,52.2,164.20000000000002,0
"chinook salmon cooked, peanuts roasted, lasagna",1057,23.5,96.60000000000001,63.10000000000001,0
"drumstick pods raw, skipjack tuna cooked",444,8.5,89.0,4.2,1
"cream of onion soup, baked potato with cheese sauce",742,78.2,21.3,41.5,0
"corn cones, pepeao dried",216,37.2,2.8,7.699999999999999,1
"cheese puffs, wheat flour",652,114.0,15.0,14.0,1
"alfalfa seeds, bacon beef steak, maple syrup",199,13.602,8.389999999999999,12.622,1
"fireweed leaves, capers canned",26,4.800000000000001,1.3,0.689,1
"turkey soup, coho salmon cooked, beef heart cooked, pork ears cooked",621,14.357,70.7,29.500000000000004,1
"chocolate wafers, black eyed cowpeas raw, milk chocolate with rice cereal, turkey gravy dry",642,112.99999999999999,12.399999999999999,16.9,0
"basil fresh, white rice pasta cooked",248,43.5,5.3,5.789000000000001,1
"black tea, pasta cooked",303,58.0,11.8,2.4,1
"turkey pot pie, macadamia nuts raw, savoury noodle one pan dinner tandaco",909,76.5,26.2,40.1,0
"tomato cooked, pepperoni pizza",335,40.4,14.2,13.299999999999999,1
"squid raw, sausage mcmuffin mcdonalds, fondant",515,55.5,19.0,24.608999999999998,1
"tuna salad, corn syrup dark, lamb lungs cooked, onion cooked",878,36.3,108.8,30.834,0
"octopus raw, ground veal cooked, turbot raw, chicken gumbo soup",1038,17.400000000000002,147.9,37.800000000000004,0
"cashew nuts roasted, vanilla extract, crab apple",270,31.4,5.5,14.669,1
"corn chips barbecue, egg mcmuffin mcdonalds, tomatillos",1365,146.29999999999998,32.4,78.2,0
"russet potato raw, lamp spleen cooked",752,66.7,86.0,14.4,1
"peas cooked, chia seeds dried",272,36.9,13.3,9.1,1
"paprika, eel cooked, pickled pork hocks, pineapple",179,15.5,13.6,8.2,1
"sofrito, raisin bran crunch kelloggs, turkey giblets cooked, turbot cooked",1130,32.4,118.80000000000001,56.3,0
"caramel med iced coffee dunkin donuts, original taco with beef cheese lettuce taco bell, ostrich tip cooked, beef noodle soup",717,31.599999999999998,39.9,26.2,0
"biscuit with egg steak, tilapia raw",521,21.3,41.2,30.4,1
"woca seeds dried, red lettuce",106,23.200000000000003,2.6,0.38,1
"okra, minced ham, japanese somen noodles cooked, syrah red wine",412,53.6,10.7,4.6819999999999995,1
"pork meat cooked, chicken fat, ostrich tip cooked",521,0.0,38.3,29.1,1
"marshmallow, thyme dried",340,80.2,9.5,7.433000000000001,0
"lime juice, chimichanga with beef, oat bran raw, barbecue sauce bulls eye",536,74.5,22.000000000000004,20.5,1
"whopper burger king, cocoa powder unsweetened, hyacinth beans cooked, macadamia nuts roasted",1244,100.1,54.6,73.0,0
"malt syrup, beef noodle soup, grouper cooked",473,32.9,61.1,8.8,1
"bakers yeast, salt pork raw, pupusas del cerdo",513,31.200000000000003,16.8,35.8,1
